464,Love this room humidifier,"Could not be happier!  Unbelievably quite - If Not for the lights telling me it's working, I wouldn't know it.  I have it on one of my nightstands beside my bed - it is SO WHISPER quite, I only can tell it's operating because of the mist coming out of the top, and the lights telling me it is on ""Auto"" and doing it's thing - NEVER hear it PERIOD.  In a +/- 350 square foot Park Model Trailer (in Tucson, AZ), and it does an awesome job - just from the bedroom location.  I could NOT BE HAPPIER!

I have NOT used the sleep mode, therefore I left it unrated."
465,Ready to use,"I don't know what others are talking about with regards to needing the app or it won't work or whatever - this works right out of the box! Filled it with water, plugged it in, hit the power button and boom, it started right up. It's already set to the Auto setting so you really don't have to do anything at all!"
466,"Great product, performs as advertised","Our bedroom get warmer than the rest of the house, and dryer. We  ought this because it has features which enable us to control the humidity- and therefore mitigate the temperature to some degree. But the main reason for our purchase was the dry skin and sinuses we used to have, but now do not. We might even get another unit for the front room."
467,"Easy to fill , easy to use",Easy to fill easy to use excellent unit
468,Missing warm mist,I like it¡¯s smart functions. Works well with google assistant but it would had been great if it provided warm mist option as other humidifier has option of both cool and warm mist. In winters sometimes having these cool mists disturbs your sleep.
469,"Works a treat, hard to clean.","This is a great humidifier. It pumps out the vapor, the app has not failed me once yet and is easy to to use. It does what it's supposed to and does it well. My rating stands even though I'm about to tell you why it's a pain in my ass.

My only issue with it is keeping it clean. I change the water and rinse it out every night, and I admit that I don't only put the recommended distilled water in it, only tap water. That is admittedly probably where my problem stems from, but I run this thing so much while it's dry as hell in Kentucky this time of year (winter) that I just don't want to have to stock gallons and gallons of distilled water, since it'll go through 2/3 of a tank in one night. I keep it set to auto shut off at 50% humidity, well within the recommended range and it still runs pretty much nonstop. That's not the fault of the app or software, it really is that dry in the winter here.

I keep to the app's suggestion of cleaning it once a week, and have even found myself having to do it more than that with the gross buildup of yellow slime all over the intake and all over the bottom section/reservoir and it's whole assembly. Maybe our water here is gross. Totally plausible, but man, the water in the bottom of this thing gets gross looking after a day of working. Bunch of mung floating in it that I have to rinse out daily.

I admit that this is probably user error, since I'm not running the recommended distilled water in it but it's just not economically feasible, since it'd take a gallon every other day. I know it's not expensive, but damn...I don't have space for 15 gallons of distilled water.

Point is, this thing works great, the app is great and works fine, love that it can be programmed to run at certain times of day and only under certain humidity levels and it absolutely pumps out the steam, much better than my last evaporative fan-based humidifier that was loud as hell. I guess I just want to say that if you want to run tap water in it, prepare to have to clean it ever other day, because the mung builds up quick and you don't want to be breathing that stuff."
470,LEVOIT is amazing!,"I purchased this humidifier a little over a year ago. I turned it on last week and the display came on, there was some slight bubbling, but no mist coming out. I contacted Levoit to request support and they agreed to send a new product after supplying a video of the issue.
We use Levoit humidifiers and air purifiers and will never purchase another brand.
Aside from phenomenal customer service, the product is amazing. Easy to use, clean, and the app is very user friendly. Strongly recommend!"
471,"It works, but adds dust into the air","Ever since I turned this humidifier on, it has caused my HEPA air filter to go into overdrive.  It must be emitting a lot of fine particulates and minerals from the water into the air.  It appears that all ultrasonic humidifiers do this, and then they leave a layer of fine dust on furniture.  If they can't avoid this, the the most I can give any of them is 3 stars.  I may try a wicking humidifier instead, even though those seem like a pain to maintain."
472,Large Tank,"The best thing about this is the large tank, which doesn't need constant refilling. I leave it on its highest setting 24/7 so this is important to me. It's also pretty quiet. I'm a little disappointed that no matter how long I leave it on high, the humidity level won't go above 40%. I don't know the exact square footage of the room, but it's definitely not huge. For now this is fine, but if I wanted a more ideal humidity level I'd need a second humidifier."
473,This will not work if you are using 5G,"The app (VeSync) does not work with this product. I contacted VeSync about the problem and was told that I should go back to 4.2G, that they did not know when, OR EVEN IF, the app would be updated. How is this possible? I'm returning the product to Amazon. I don't know what it will be replaced with, but it DEFINITELY WILL NOT BE ANOTHER LEVOIT humidifier."
474,"This humidifier LEAKS, and now we have to replace our flooring :(","At first I would have given this product five stars.  I really loved the fact that I could operate the humidifier from my phone and the way I could set up a schedule.

I followed the directions on cleaning and maintenance.  However, one night I refilled the humidifier simply by pouring more water into the top.  The next day I went into my son's nursery to find that all of the water had leaked out of the humidifier!  We have laminate wood flooring that isn't water proof.  The flooring is ruined from the water damage and needs replaced now.  I really regret purchasing this humidifier!  I would not recommend this product."
475,It works and it makes it easy to breath.,We use it in our bedroom at night and it makes it easy to breath.
476,Great Product,Love this humidifier! Top fill is so convenient and knowing the level of humidity in the room is helpful.
477,Excellent humidifier,This is the best humidifier I have had. I like the automatic function and how easy it is to refill.
478,Works great so far.,I have only had this humidifier for 5 days. So far no problems. No leaks. Very quite. Simple and clear instructions. Must be cleaned every week.
479,No more static electricity shocks in the houses,"Loved the fact it was so easy to set up,and my hybiscus plants love it to,they perked up the very next day"
480,Arrived defective - returned,"The one I received must not have gone through quality control because it leaked from the inside, flooding the reservoir under the water tank and spilling all over the place. Called for support and was told I¡¯d get a call back the next day. Three days later still no call so I just returned it. I have an older model that works extremely well so this was a disappointment."
481,Work well,App is surprisingly good and is convenient for setting specific wake sleep and humidity settings
482,Good Humidifier over all,"Works well, we run humidifier 5 hours everyday on high and it has not slowed down or leaked.has essential oil tray to enhance product experience."
483,Both leaked,I ordered one and used it for a week before it developed cracks EVERYWHERE!  It was retuned and a new one shipped and this one has no visible cracks but leaks all over.  I¡¯m returning it and hoping for a better experience with a new brand.
484,White dust mess!,"These humidifiers work well as far as humidifiers go. But they leave a fine white dust over everything in the whole house. I have to clean furniture, hardwood floors, even windows, everything, every day. I cleaned my piano yesterday and the picture shows what my piano looked like today when I wrote my name in the dust! I¡¯m returning them."
485,Quiet,"This humidifier is very quiet, and holds a lot of water. Being able to control with an app is great. But, leaves a coating of something all over my house. I did not use distilled water. Maybe that¡¯s the reason.
Strong output of mist, but I did not notice any change in the air , or the effect on my sleeping."
486,Love it when it works as it should,"I wanted a humidifier for my bedroom- this item is the perfect size, and operates very quietly. I've had it a few days, and have already noted a few issues. First, the auto mode- like many others, I find it quite strange that you can only set the auto level from the app. But that aside, the main issue with the auto mode is I'll set it to my target range (usually 45%), and my unit will then very quickly jump from 30% up to 70%, which will then slow/stop the mist because it's over target. I just find it hard to believe it's reaching 70% (!) that quickly when it's 20 degrees outside with a dew point of 11, and it started around 30%.

I do see a little bit of water leaking out at parts, so I also wonder if the drips are messing with the humidity sensor in some way? I'm not sure.

Update- contacted the company, who is informing me that 1) the sensor can be variable and is only approximating and 2) the unit should not be used on carpet as that can mess with the sensor. I have moved it to a non-carpeted area and I'm still having the issue, so unfortunately not a solution here. But, did want to give a heads up if you plan to use this is a carpeted area."
487,This is simply a perfect product.,Just awesome. And the app could not be better either.
488,Happy with purchase,I purchased this product for my living room. It is easy to use and to clean. It does come with an app that I have not tried but I don't need to either. If I have it on Auto it will stop when there is enough humidity in the air and starts back up when it detects it needs humidity. Blows cool mist for sure
489,Very Quiet,"I am generally happy with the Levoit 300S.  It is much quieter than the old Honeywell it replaced, and I like the big top filling 1.5 gallon tank.  The only thing I wish is that it put out even more moisture.  It has a tough time keeping up with the horribly dry Wisconsin winter.
I destroyed the last one by not running mineral free water through it, and not cleaning out the scale that built up.  We have very hard water here, and I even have a water softener.  This time I purchased a  ZeroWater 20 Cup filter to pretreat the humidifier water, and I am hoping to eliminate the white dust, and help extend the life of this humidifier.  So far so good."
490,Leaky pos,Leaked everywhere immediately pos
491,Great product,Definitely have noticed a difference since we have been running this at night in the bedroom great product and recommend
492,It was greatÿuntil month 10..,"Super quiet, great features, easy to clean but it started leaking out the back after 10 months. Heard it dripping one night and it had leaked all over the top of my dresser and down into the drawers and expanded some of the wood on top of my dresser from being wet. Came after a full cleaning and a couple days later it was leaking. Tried to wipe it all down, cleaned it two more times and within 24 hours it would start leaking out the back again. $70 humidifier should last longer than 10 months."
493,Beware of severe leaking,This product worked well for about a week. After filling the tank and putting on the base it completely overflowed and soaked our carpet and posed a fire hazard due to the cord being wet. Would strongly recommend not getting this product. The mechanism uses springs and is a very faulty system
494,High frequency squeal,"Upon turning the unit on for the first time, I was greeted by a high frequency squeal (somewhere in the neighborhood of 9-11KHz). After changing the mist settings between low, medium, and high, I realized it's coming from whatever mechanism is emitting the mist, since the level changes with the setting.
Needless to say, a constant high frequency squeal is not pleasant, and certainly not something I want present in my home at all times."
495,Haven't had it for long,I've only had this for a month or slightly longer but it is working well. Very quiet and easy to load the reservoir. So far it's good.
496,So far so good,"I like how it's easy to use; after seeing my boyfriend have to clean filters to keep things clean, I knew I didn't want that. Refilling is a breeze, and since using it for five days I've only had to refill the tank twice counting today. It runs softly and does have different levels to adjust humidity. The touchscreen is sensitive and doesn't take much force to press a button. The lights display can turn off if you want to use it in your bedroom. There is a lot of white powder when it's used (that's calcium from the water, by the way), so take the directions seriously about keeping away from furniture and other items if you don't want to be dusting your furniture a lot. My hygrometer several feet away doesn't recognize the humidity difference very well, but I notice it because I don't shock my cats as much when I'm petting them. My basement apartment with electric heat was in the upper 20 percent for humidity, and now is much closer to 40 percent.

Note: I haven't cleaned it yet, but if it's a pain in the butt then I'll update this review with that info. All it uses for cleaning is vinegar with an included brush to help clean."
497,Works great!,Has helped with adding humidity alot. Easy to use and very easy to refill.
498,Simple set up and great operation,The humidifier has worked wonders for my sphynx cat¡¯s nose. He¡¯s not as sniffly.
499,Looks are deceiving,Product leaks after first use. Will not recommend this Product.
500,Great humidifier,Easy to use and clean.  Very quiet.
501,Nice but mist not directable,"This humidifier has many nice features including the ability to turn off the display. I like to position the humidifier near my bed and have the mist blow toward my face during the night (the room is too large and open to have any hope of humidifying the whole space).  Unfortunately, the mist on this machine blows almost straight up, so rotating the nozzle has very little effect and the mist floats down right around the machine. It¡¯s no problem in our smaller bedrooms where the whole room can get humidified, but doesn¡¯t work for what I needed."
502,NOT for large room,"This humidifier is decent in every way but one. It doesn't meet the primary reason I bought it, ""for large room"" which is in its title! Our master bedroom is 20x10. Regular height ceilings. I set the humidity to 47%. It will run all night, never meeting that. Using 1/3 - 1/2 tank in that night.
It is completely silent, and I like the scheduling available.. but it doesn't meet the primary reason I bought it."
503,"Great value, quality product!","Great product and top fill, easy to connect and set up schedule, highly recommend!"
504,Great Product and Really Great Customer Service,"Just purchased a second unit because it works so well.  Their customer service is also another reason why I purchased the second unit.  I had broken the first unit by mistake and after emailing with customer service they resolved the issue quickly and without issue, very pleased with my two purchases and highly recommend."
505,comfort,Brange up the Humid in the room to a comfortable level
506,easy to clean,quiet and easy yo refil and clean
507,Works well,I love this humidifier. It works really well and is almost silent. I¡¯ve had two others and they didn¡¯t do the job. This one is great for counteracting the effect of the radiator heater that dries the air.
508,Does not humidify as large an area it claims to,"This unit claims to raise the humidity up to 500 square feet. Barely works up to 5 square feet. The reader on the unit can show one thing but I have a device that tells humidity sitting 12 feet away and it's always at least 20% less than what the unit is saying! That's a huge difference. Upsetting because I bought this in hopes it would take care of 3 rooms on my first floor which are well under 500 sq. Easy to clean, quiet, easy to use. But I'd probably need 2 per room to work like it claims to."
509,Comfort,I love that you can use your phone to control the unit and easy top loading and cleaning
510,"It was excellent for my experience, no more bloody nose.","I liked everything about it, it does not sound like a chopper flying over my house like the other brands."
511,Junk,Hardly misted at all. Humidity never changed. More Chinese junk.
512,Unit does not work with smartphone,"Unlike it is advertises, it does not work with a smartphone. I went back and forth with their technical support and they could not get it to connect. The goal was to monitor the humidity and notify me when the water well was empty. Never got it to work. Returned it."
513,Quiet and works as intended,"Quiet, works well and appears to humidify the dry air in my home."
514,"One works very well, the other not","We bought two of these.  One of them works very well and maintains a comfortable humidity level in a rather large room.  The other, which is in our bedroom, barely produces any mist at all, even on the highest setting, and does not seem to have any effect on the room's humidity.  We have cleaned it twice, gone through all the troubleshooting steps, and it still does not work properly.  The three-star rating is the average of a five-star rating for the one and a one-star rating for the other."
515,Impossible to clean easily,"Almost impossible to get into small areas for thorough cleaning. Small brush supplied is useless.
Cannot get to speak to someone in support. Only email.

Cannot recommend this product."
516,Why a touchscreen interface?,"Why do we need a touchscreen interface for a simple device such as this? Frustrating controls that I can't find by feel. NOT accessible device, bad user experience. Simple tactile off switch that's findable in the dark AND accessible is what's needed. Stupid."
517,Very little noise and great for small rooms,easy to use. does not interfere when sleeping. noise is a whisper.Like it.
518,Me encanto,Me gusta como hkmidifica el ambiente y la luz nocturna hace verde fresco limpio y hasta rom¨¢ntico. Me encanta que solo le agrego agua y no la tengo que levantar toda como otros humidificadores que no los puedo cargar por el peso. Este esta S_PER!!! Me encanto
519,"Good idea, poor product","I want to like this unit. The ability to set an automatic program to turn on every night is great, except it always drains the lower chamber and faults for no water even when there is water in the tank itself. I have to reposition the tank and then you can hear it refill the lower chamber. This is after it worked the night before and it hasn't been moved since.
The touch part buttons are not very responsive either. Takes a few tries to turn it on.
I'd love to find a good old school power button or knob to select high low off functions. I'll probably end up returning this if it keeps happening"
520,Best ever,Best vaporizer ever
521,Almost perfect,"I love this humidifier. The app is easy to use, very minor bugs. The sound is barely detectable and what you do hear is a NOT high pitched at all. The humidity sensor is off but consistent so it keeps the level pretty normalized."
522,nice humidifier,i like this humidifier because of the large capacity and because it¡¯s a top fill. I also really like that i can control it from the app and it tells me when it¡¯s out of water. the only downside is the humidity reads slightly higher than my humidistat so i have to adjust accordingly. i also wish there was a way for it to turn the humidity down instead of off when it reaches a certain level to hold it there.
523,WIFI connection with phone is great.,Great control with phone via WIFI connection.
524,GREAT HUMIDIFIER!!,"This unit is SOOOOO quiet, puts out a tremendous volume of vapor for its size, and has so many wonderful features.  I would HIGHLY recommend this humidifier."
525,Very efficient,Very easy to clean the noise level
526,Does the job for us.,"So far, it¡¯s working well for us. It¡¯s easy to clean & so easy to use, using my phone!"
527,Doesn¡¯t work - don¡¯t waste your money,Only works for 5 minutes then shuts off for no reason. Tried to adjust every setting and didn¡¯t fix the problem. Returning after 1 day of owning it
528,"Quiet, gets moisture into the room air quickly!",Does a fantastic job getting moisture in the dry winter air/heat.
529,SO easy to clean!,"This humidifier is nothing super different than any other humidifier, but the ability to get inside with your hand and actually scrub the entire water reservoir is amazing!"
530,Works wellÿ until it gives a false ¡°Tank Empty¡± error,"We bought this humidifier 2 weeks ago. Since then, it has triggered false ¡°tank empty¡± notifications at least 4 times. Each time the tank is 50% full. This is really annoying. What are we doing wrong? We bought this humidifier because supposedly it can tell us when to change the water. But it¡¯s so unreliable, we are considering returning the unit."
531,Perfect for my needs,"I replaced another humidifier with this one because it was so hard to clean.

I am using distilled water in this one as was recommended.
Everything works as intended. The app is great. I control it with Alexa. Humidity setting seems to be fine but I haven¡¯t checked it with anything else.

I¡¯m perfectly happy with it."
532,Water,Good product but it does use a lot of water.
533,Great design and least maintenance.,Great design. Top fill water tank. Remote control from mobile phone. Connected to Alexa. Remind me to clean when needed.
534,Love this humidifier - only downside is the intricate cleaning process.,"I really like the humidifier overall. Great capacity for water & while I actually prefer more noise due to the louder apartment I live in, I don't think it's very loud. Like the title states, the cleaning process is pretty intricate. There are few nooks I feel like I can't get to as well even with a q-tip or toothbrush."
535,Excellent Machine,Works great.  Easy to set up. Very quite
536,"Works as advertised, and the Bluetooth feature is a nice touch... don't need another mini-remote.","I've had this humidifier for just about a year and it continues to work as advertised.  I like the Bluetooth feature and the phone app; I don't need another mini-remote to lose.  It's easy to clean, and I haven't experienced any leaks at all."
537,Wow I can breath!,I woke up today feeling great from this humidifier! I was thinking about buying their smaller one but the way the heat is in my apartment I splurged on the bigger one and it¡¯s a game changer. I love how easy it is to fill up and the app is great because I can check on the humidity level without having to even look. Really enjoy it!
538,Great Humidifier!,I really like this humidifier.  It runs quiet and has a larger tank so it lasts longer than my previous one.  It has a light and automatically shuts down when the tank is empty.  I am very satisfied with this product!
539,Great portable humidifier!,"I like the fact that it is portable, very quiet and has 3 vapor settings"
540,Will sell your email address,"You have to register with an email address to use any of the smart features.  I used a unique email address and immediately -- within hours -- started getting deluged with spam to that address.  Despicable business practices.  Seems to be a fine humidifier, thus the two stars, but can't support this company or recommend this product."
541,Highly recommend,"Top reviewed at multiple well-known review sites, including NYT. Agrees. Thinking of getting more for the other bedrooms."
542,"Does the job, no leaks, no issues.","The humidifier works just as advertised, great app interaction. I've automated it to go on daily and keep a certain humidity in the master bedroom.

No issues with leaking, read the instructions and fill it up correctly, it'll work as intended."
543,"LEVIOT Humidifier; Fabulous, Fast & Quiet. #1","I upgraded the humidifier to LEVOIT after my mandatory research was complete. Wow, this humidifier will exceed your expectations, ¡°zero noise¡±, 2 day bin and it fills the room in a flash. The price (minus inflation) reflects the result;  my face does not look red in the morning from forced air heat. This room is big and within minutes there is a noticeable bump up on the comfort level. This is a purchase I would recommend."
544,100% recommend- Great quality!,"This is definitely a smart purchase. This is very easy to clean, It is very quiet, and it is sleek and durable. The way this is built shows how it¡¯s meant to last a long time. It doesn¡¯t even look like an average humidifier, it can easily blend into your home.

I¡¯ve gone through many humidifiers so I am thrilled with how great this one works! 100% recommend"
545,Owo,"Best item I bought from Amazon 
It work fine"
546,It's easy to operate,"I love this humidifier, it's easy to operate with the app and also it tells you when it needs water and needs to be cleaned."
547,Worth it,"It holds a lot of water, adjustable settings, sleek looking . A must"
548,Leaked all over floor,"After using it for 30 days, it leaked all over my floor.  The water was coming from the base.  I filled it correctly like always.  Very disappointed considering the cost."
549,Very easy to use and fill.,"This humidifier is totally quiet, easy to fill, and increases the humidity in a 300 sq ft bedroom by 10% over about 3 hours as measured from 18 feet away. Of course, the bedroom door must be closed or that extra humidity escapes into the rest of the house. Overall, it's impressive for how quiet it is and how simple it is to fill from my RO unit in the kitchen."
550,Started out good.,"Started out working great. After a few weeks it started to leak, but I contacted company. They replaced it with in a few days, no questions ask. This is what I call customer service.  Highly recommend!"
551,Very good,"It¡¯s very calm and quiet and very easy to use with app on my mobile, working great. I rally love it specially in winter, healthy choice for my skin and breathing system"
552,Great Humidifier,I highly recommend this product.  I have two that work as advertised and a third on the way.
553,Great Humidifier,Humidifier and app both work well.
554,Sleep mode not working properly,"The main problem with this device is that the display will turn back on in the middle of the night. I always turn the display off before bed. Yet, it keeps turning on and it¡¯s very bright and wakes me up. I wish it would have the display off the whole time."
555,Levoit humidifier is the best I¡¯ve ever had!!!,I liked everything about it
556,Love this machine,"I love this humidifier.  Not only can I breathe better, but I can control the humidifier from my phone. It's easy to keep clean and easy to fill with a large capacity tank. I use a gallon jug to fill it up. You can also put it on a schedule so you can set it and forget it...until your phone let's you know it's time to refill it."
557,"Refills and restarts quite easy, easy to clean.",Does a good job on my 1250 sq ft apartment.
558,Missing tray,"I was looking forward to my humidifier , since I have allergies : extremely disappointed , it¡¯s missing the tray , I had to go to Best Buy and buy one, instead of rushing check your items before you deliver, I was hoping to have relief from allergies , instead I¡¯m frustrated ,"
559,sure get it,"It ahs been working fine every day for about 2 weeks. Have not used the wifi feature and probably wont,  not sure the benefit of that. It is easy for the most part to clean. there are a couple of crevices tat take some work. wish it had some feature to keep the mold from growing. surprised how quick it needed a good clean.

out put is great holds almost 2 gallons."
560,"Easy to use, easy to control.",The app makes this humidifier the most versatile I have ever used.
561,Best Humidifier!,Love that I can control it from my phone and Alexa!
562,Too much white dust!,"This product does humidify the air; however, I cannot stand the white dust on everything.  I have used it for a month but no more. I have to dust multiple times a day and even dust the inside of my windows.  This is just unacceptable. Wish I could return it, but since it does work, I will just be out the purchase price."
563,Stopped working after 1 day,"Keeps saying water level is low no matter how full the water tank is. There is no additional trouble shooting to find online besides removing tank, filling it, and putting it back on the base. The product is great if it were to work properly.

Update: started pouring water out of the base."
564,You need a humidifier get this!,"Humidifier works! I would buy another if I had use for it!
Only downside I can think of is cleaning inside the steam part there¡¯s a little piece that clicks off if you didn¡¯t know you¡¯d miss that during a cleaning.
Use distilled water for it it¡¯s even better no mineralization when cleaning."
565,Wish I could give it a 10!,This humidifier does it all! I set it on my wifi and programmed the unit to turn on and off. The only thing I do is clean it when the app tells me to. Best humidifier highly recommend! I love simplicity
566,Would give 10 stars if possible.,"I love this humidifier! I wish I had it in every bedroom instead of the ones we previously bought.

The tank is HUGE over 1 gallon in size (roughly 1.5 gallon). It¡¯s super easy to fill and incredibly easy to wipe out.

I have screenshots of the app you can use with it. I setup a schedule so it runs while I sleep and turns off in the morning. It also has ability to set a target humidity and will turn off when reached. The screen turns on and off for display so if you like it dark while sleeping it¡¯s off.

The aroma of this is nice. Not too much but enough to smell it across the room. If you want the smell to be super strong this won¡¯t give that much unless it¡¯s close to you (I did the 10 full drops).

When the old humidifiers die I¡¯ll be buying more of these!"
567,it works !!!,the room smells great..
568,Works great,"Purchased this for our bedroom, we live in Colorado so the dryness is bad, works great so far."
569,Very silent humidifier,I love the top fill feature. There is little slots  on sides to pick up to clean & refill. It¡¯s also not too heavy to lift.  It¡¯s very quite. I don¡¯t use night light but I could see where it would be useful for anyone that does.
570,Best Humidifier,This is the best humidifier that I have ever owned. The auto feature works really well and makes sure that you never have too much moisture in the air. My family loves it so much that I went back and bought two more for different areas in the house!
571,Works great,Easy to set up an works as stated
572,Immediately broke,"Everything was initially fine and setup was easy, but within an hour the unit stopped producing mist. Everything seemed to be functioning as normal and the fan continued to run but no mist was being produced. Let it run overnight on the high setting and in the morning the water level had not gone down at all and still no mist was being produced. Sent it back and will go with a different brand"
573,loved it until it broke,It worked great until it leaked water onto the floor and would not work again.  Levoit says it's under warranty but they haven't gotten back to me yet.
574,"Good humidifier rendered useless by ""smart"" features","Great device overall, but it won't reliably do the one thing I bought it to do, which is to keep my room humid overnight.
Even after disabling all of the default auto-shut off smart actions, this device will run for 30 minutes and then think the tank is empty, and turn off until you reseat the tank. Because of that I wake up with a sore throat from the dry air overnight.

Back to the drawing board for another humidifier that will reliably run overnight without needing to babysit it every hour."
575,Easy and hassle free!," Easy peasy folks. Take out packing, fill up tank, plug it in and ready to go. Starts mist immediately. No sound at all. Display large, clear, and simple to use. 5 mins and I can breath better already. Love it."
576,Great for sleeping,"My last humidifier had a loud fan, and made dripping water noises all night.  I felt like I was sleeping in a cave.  This thing is designed for sleeping.  No fan noise, no dripping noise, and a total black sleep mode.  The wifi works great, but really I just used it once to set up a recurring schedule to turn it on at night.  Recommend!"
577,Love this humixifier,"I bought one for each of our bedrooms. They¡¯re pricey, but they¡¯re the best I¡¯ve had. They stay filled for at least 2-3 nights on low."
578,Good product,You just do not add water to the tank.  You have to pull the tank off.  Kindof a pai_.  Taking the tank off everytime You add water is inconvenient
579,Quit and easy to fill,I like the internet connectivity. The machine is extremely quiet and easy to fill. The tank lasts for about a day.
580,I've had many humidifiers over the years. And this one is the best I've ever owned.,"This humidifier is so easy to use. I love the app that it comes with. Filling it, cleaning. It is super easy. It's extremely quiet. You don't hear a thing."
581,"Easy to refill, no heavy lifting","This is a replacement for the other Levoit humidifier, a bit more expensive, that has a warm mist mode. I never used the warm feature, and don't miss it. Two other differences: 1. MEH: This model has no remote, but expects you to sync your phone with it, or just manually set the controls on the machine itself.  2. YAY!!! You can fill this humidifier simply by lifting off the top panel.  With the other model, you had to remove the water reservoir, unscrew the bottom access cover - which sometimes just did not want to budge despite my adding teflon tape to the thread - and then replace the filled tank on the humidifier. A full tank may be too heavy for some users, but with this model, you just keep adding water without removing the tank.
Any humidifier can have parts that require a brush (included) to clean, so I gave this one four stars, but it is easier to clean than the other model."
582,Perfect,"We live in the Southwest - a very dry climate.  My skin was itching every night, even waking me from a nice sleep.  Checking reviews on Amazon, I bought 2 of these humidifiers -- one for bedroom and one for living room.  They are much easier to use and to maintain than the brand I bought 2 years ago.  Quiet, easy to fill, and a ""fill"" will last 12 hours or more."
583,Life Saver!,"My house was so dry, I had severe dry eyes.  This humidifier puts out a lot of moisture on high!  My eyes have felt a lot better since we started using this 24/7!  Very quiet and even has a small internal light that looks really nice at night."
584,Very quiet,"I bought this for a large bedroom with cathredal ceilings, but I don't think it's robust enough for a room that size.  On the plus side, it is so quiet you can barely hear it. It has a noise suppressor built into it.  It generates a good deal of mist that you can control.  You can schedule a turn-on time time and/or a turn-off time with the app, as well as adjust the humidity level, put it in night mode (display turns off), or turn on its night light.  The app reminds you when to clean it (once a week).

As for the negatives, the display that shows the humidity level is really bright.  It lights up the room.  I want to see what the humidity level is when I wake up so I've left the display on all night but I wish they had an option to dim it. Your choices are - very bright or not at all.  I don't use the night light and don't see the point.  Regarding cleaning, there are several parts to disassemble and the instructions mention de-scaling it with 3 cups of vinegar. Is that supposed to be done as part of the weekly cleaning?  I've cleaned it every week but haven't descaled it yet (after one month of use) and haven't seen any problems.
 As I mentioned earlier, this would probably work GREAT in a small room, but in our large bedroom I haven't been able to get the humidity up past 40% (I wish I could get it to 45%), and 95% of the time this winter it's only gotten between 30-36%."
585,Best humidifier I¡¯ve owned! Auto mode is great,"Love this thing. Auto mode is perfect. It monitors the humidity level and turns on and off on it¡¯s own. Sleep mode turns off the display. The app is great and connection to Google home allows me to control it with my voice.

One of my better Amazon purchase lately."
586,Worst humidifier I¡¯ve ever owned,"I have a medium sized room and this humidifier does not raise the humidity at all. It does not even show the correct percentage. Every time I turn it on, my allergies get really bad and i have to turn it off. Not recommended."
587,super quite,works great happy I got it.
588,Noisy and did not work,Disliked e erything
589,Simple,We have had several humidifiers and this one is simple and quite. Just got it so don¡¯t know how it will be long term but so far so good.
590,"Garbage, leaks everywhere","I bought this unit, on advice from Wirecutter. The Levoit humidifier is absolute garbage. I bought it even though the Amazon reviews clearly state this pile of crap leaks. I wanted to believe Wirecutter. DO NOT BUY! It ruined my son¡¯s bookshelf and all his books in less than 30 minutes. I filled the tank for the third time since owning it (approx 2 weeks) an left the room. I¡¯m glad I happened to come back in when I did so it didn¡¯t empty the whole flipping tank into the floor.
When I checked for the leak it looks like it was coming from underneath the unit, not from base and tank connection.
So irritated!"
591,Great,"Using for my lungs, I have CHF"
592,+ a night light,"It is a great product, just the display digits are too bright. Feels like I have a night light on in the room."
593,Quality product that would benefit from two engineering modifications,"This humidifier works well, looks good and is very easy to operate. The one thing that it needs is a review by engineers and manufacturers to see if the interior portions of the applicance can be more easily cleaned. tTwo areas to examine. The tiny brush provided by the manufacturer isn't up to the job. The foam brush designed to clean wine glasses works much better as this type of brush is able to remove any scale or residue. But it doesn't get into the tiny crevices that need to be swabbed out. Perhaps the interior could be modified to have fewer corners and more rounded shapes?  Additionally, the clear foam filter is very hard to clean. The manufacturer should sell the device with additional filters until they find a material that doesn't stain so quickly. I used water filtered through a Brita filter instead of tap water or distilled water."
594,The best cool mist,
595,. THE APP DOES NOT WORKÿ,"Have been able to reconnect to app. However, when app is connected and in control, the unit will not stay on. Just keeps shutting down entirely and will not come back on. The only way the unit will remain on is to remove the app. THE APP DOES NOT WORKÿ"
596,"All in 1, Easy to fill, clean, use humidifier",Quite unit. Fill tank lasts for days. Easy fill tank. I use a cup to top it off & don¡¯t have to remove the water tank. So much easier! I love the Bluetooth app feature. It allows me to set a daily schedule to turn on/off on its own. I¡¯d recommend anyone buy this!
597,Fills from the top,The fact that it fills from the top is a huge improvement!  I¡¯m really pleased with this humidifier- I¡¯ve been a Levoit user/fan for several years!
598,Great Humidifier,"Great humidifier, quiet, easy to keep filled, Really great product. also have their air cleaner."
599,"This humidifier is great, but the tank is very small",I love almost everything about this humidifier.  But the tank is so tiny that I end up re-filling it more than once a day.
600,Junk!,"Used 2 days. Came home yesterday to find 2 sides of the water reservoir crack from top to bottom. Water soaked hard wood floors. Now today with it sitting on kitchen counter empty and not used,  2 other sides of the reservoir are cracked. Complete garbage"
601,Very Quite,This is perfect for a single large room.  Very quite during sleeping
602,Effective,I bought this humidifier for my bedroom and am very happy with it.  It is super quiet and very easy to clean plus not unsightly.
603,Love this.,We have in the bedroom.  It¡¯s so quiet.  And can put in sleep mode the lights go off.  It is so great.
604,Worth for money spent !!,it's very simple to use and I really like the various setting from phone . We mainly set ours at the desired humidity level and just let it do it's thing.
605,Extremely quiet and puts out a lot of mist.,Does the job well.  Easy to refill.
